@relation 'UNSWNB15Train'
@attribute state {1,2,3,4,5,6,7,999}
@attribute sttl real
@attribute dttl real
@attribute djit real
@attribute swin real
@attribute dwin real
@attribute synack real
@attribute ct_state_ttl real
@attribute ct_dst_sport_ltm real
@attribute ct_src_ltm real
@attribute ct_srv_dst real
@attribute attack_cat {Normal,Fuzzers,Analysis,Backdoor,DoS,Exploits,Generic,Reconnaissance,Shellcode,Worms}
@data
2,254,252,223.102703,255,255,0.119127,1,1,2,1,Fuzzers
2,62,252,52.552312,255,255,0.006177,1,1,1,1,Exploits
2,254,252,441.384687,255,255,0.121245,1,1,3,1,Reconnaissance
2,62,252,131.155453,255,255,0.04726,1,1,1,1,Exploits
2,254,252,82.499539,255,255,0.114498,1,1,1,3,Fuzzers
2,62,252,131.155453,255,255,0.04726,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,135.986547,255,255,0.112313,1,1,2,2,Fuzzers
1,254,0,0,0,0,0,2,1,1,2,Fuzzers
2,62,252,53.749957,255,255,0.006537,1,1,1,1,Exploits
2,254,252,106.477289,255,255,0.055302,1,1,3,10,Fuzzers
1,254,0,0,0,0,0,2,1,1,6,Fuzzers
1,254,0,0,0,0,0,2,1,10,29,Fuzzers
2,254,252,155.443406,255,255,0.085451,1,1,2,3,Fuzzers
2,254,252,86.483414,255,255,0.05496,1,1,1,2,Fuzzers
2,62,252,5491.198848,255,255,0.030791,1,1,4,1,Exploits
2,254,252,279.053688,255,255,0.161988,1,1,1,2,Reconnaissance
2,254,252,88.528781,255,255,0.100012,1,1,2,7,Fuzzers
2,254,252,139.904937,255,255,0.105347,1,1,1,1,Fuzzers
2,254,252,61.75568,255,255,0.006056,1,1,1,1,Exploits
2,62,252,3989.338223,255,255,0.112539,1,1,4,1,Exploits
2,254,252,46.787102,255,255,0.015299,1,1,3,10,Fuzzers
2,254,252,132.884031,255,255,0.045263,1,1,6,1,Reconnaissance
2,254,252,66.793484,255,255,0.07939,1,1,2,10,Fuzzers
1,254,0,0,0,0,0,2,1,2,1,Generic
1,254,0,0,0,0,0,2,1,10,29,Fuzzers
2,254,252,272.389687,255,255,0.112288,1,1,1,1,Generic
2,254,252,266.810187,255,255,0.138098,1,1,2,2,Exploits
1,254,0,0,0,0,0,2,1,14,30,Fuzzers
2,254,252,70.819008,255,255,0.045016,1,1,3,10,Fuzzers
1,254,0,0,0,0,0,2,1,2,2,Fuzzers
2,254,252,453.623844,255,255,0.095202,1,1,1,1,Fuzzers
2,254,252,138375,255,255,0.00646,1,1,1,1,Reconnaissance
2,254,252,85.777406,255,255,0.050353,1,2,3,10,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,187.772672,255,255,0.092428,1,1,2,1,Exploits
2,62,252,707.393446,255,255,0.006097,1,1,1,1,DoS
2,254,252,85.777406,255,255,0.050353,1,2,3,10,Fuzzers
2,254,252,62.64275,255,255,0.018143,1,1,3,10,Fuzzers
2,254,252,128.37743,255,255,0.077306,1,1,1,4,Fuzzers
2,254,252,55.54418,255,255,0.064453,1,1,2,9,Fuzzers
2,254,252,94.256773,255,255,0.066865,1,1,5,10,Fuzzers
2,254,252,70.737242,255,255,0.031363,1,1,2,7,Fuzzers
2,62,252,139.900922,255,255,0.129226,1,1,2,1,Exploits
2,254,252,48.550387,255,255,0.03028,1,1,2,1,Exploits
5,254,60,105.52718,0,0,0,3,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,10,29,Fuzzers
2,62,252,107.910383,255,255,0.053634,1,1,2,1,Exploits
2,254,252,8956.65,255,255,0.05097,1,2,4,4,Fuzzers
1,254,0,0,0,0,0,2,1,10,30,Fuzzers
1,254,0,0,0,0,0,2,1,2,1,Shellcode
2,254,252,601.2025,255,255,0.111872,1,1,1,1,Fuzzers
1,254,0,0,0,0,0,2,1,10,30,Fuzzers
2,254,252,173.352391,255,255,0.057551,1,1,2,1,Reconnaissance
2,62,252,43.099187,255,255,0.021966,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,10,30,Fuzzers
2,254,252,941.315313,255,255,0.025447,1,1,1,1,DoS
2,254,252,376.232625,255,255,0.098717,1,1,3,3,Fuzzers
1,254,0,0,0,0,0,2,1,8,30,Fuzzers
1,254,0,0,0,0,0,2,1,4,1,Reconnaissance
2,254,252,86.01032,255,255,0.097333,1,1,1,10,Fuzzers
1,254,0,0,0,0,0,2,1,10,35,Fuzzers
1,254,0,0,0,0,0,2,1,10,29,Fuzzers
2,254,252,58.565426,255,255,0.007612,1,1,1,1,Exploits
2,254,252,65.214633,255,255,0.036758,1,1,1,1,DoS
1,254,0,0,0,0,0,2,1,1,1,Generic
2,254,252,67.151508,255,255,0.021599,1,1,1,1,Exploits
2,254,252,65.98507,255,255,0.007191,1,1,1,1,Reconnaissance
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,139.353078,255,255,0.012639,1,1,1,1,Reconnaissance
2,62,252,123.312055,255,255,0.064474,1,1,2,1,Exploits
2,254,252,61.970418,255,255,0.007635,1,1,1,1,Exploits
2,254,252,40.206164,255,255,0.01871,1,1,1,1,Generic
2,62,252,49.061598,255,255,0.022844,1,1,1,1,Exploits
2,254,252,147.335406,255,255,0.144721,1,1,1,6,Fuzzers
2,254,252,1966.933457,255,255,0.006774,1,1,1,1,Generic
2,62,252,123.312055,255,255,0.064474,1,1,2,1,Exploits
2,254,252,64.946812,255,255,0.022944,1,1,1,2,Reconnaissance
2,254,252,139.082562,255,255,0.006341,1,1,1,1,Reconnaissance
2,254,252,64.340312,255,255,0.039219,1,1,1,1,DoS
2,62,252,1472.501123,255,255,0.005657,1,1,2,1,Exploits
2,254,252,48.248695,255,255,0.019396,1,1,2,2,Generic
1,254,0,0,0,0,0,2,1,1,6,Shellcode
2,254,252,130.738492,255,255,0.065537,1,1,3,8,Fuzzers
2,62,252,43.031402,255,255,0.007892,1,1,1,2,Exploits
2,254,252,61.680676,255,255,0.005706,1,1,1,1,Exploits
2,254,252,96.792289,255,255,0.071406,1,1,2,8,Fuzzers
1,254,0,0,0,0,0,2,1,1,3,Reconnaissance
2,62,252,43.031402,255,255,0.007892,1,1,1,2,Exploits
2,254,252,60.835969,255,255,0.006569,1,1,2,10,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,62,252,320.540125,255,255,0.067016,1,1,1,1,Exploits
2,254,252,66.058211,255,255,0.019281,1,1,3,10,Fuzzers
2,62,252,155.942953,255,255,0.038209,1,1,1,3,Exploits
2,62,252,54.025879,255,255,0.007138,1,1,1,1,Exploits
2,62,252,4085.851617,255,255,0.011596,1,1,2,1,Exploits
2,62,252,320.540125,255,255,0.067016,1,1,1,1,Exploits
2,62,252,0,255,255,0.056284,1,1,1,3,Exploits
2,254,252,122.187281,255,255,0.119515,1,1,4,7,Fuzzers
2,62,252,3970.452977,255,255,0.036438,1,1,2,1,Exploits
2,254,252,62.795461,255,255,0.006805,1,1,1,1,Exploits
2,62,252,3970.452977,255,255,0.036438,1,1,2,1,Exploits
2,254,252,152.70625,255,255,0.072974,1,3,7,7,Fuzzers
2,254,252,115.553617,255,255,0.0866,1,1,2,6,Fuzzers
2,62,252,53.697754,255,255,0.006853,1,1,1,1,Exploits
2,62,252,55.810047,255,255,0.01097,1,1,1,1,Exploits
2,62,252,2076.948624,255,255,0.053287,1,1,1,1,Exploits
2,62,252,55.810047,255,255,0.01097,1,1,1,1,Exploits
2,254,252,162.966187,255,255,0.050572,1,1,1,1,Reconnaissance
5,62,252,1395.866874,255,255,0.029792,3,1,1,1,Exploits
2,254,252,152.70625,255,255,0.072974,1,3,7,7,Fuzzers
2,254,252,177.552172,255,255,0.029108,1,1,1,1,Reconnaissance
5,62,252,1395.866874,255,255,0.029792,3,1,1,1,Exploits
2,62,252,122.609609,255,255,0.140211,1,1,1,1,Exploits
2,254,252,105.082719,255,255,0.051696,1,1,2,10,Fuzzers
2,254,252,152.70625,255,255,0.072974,1,3,7,7,Fuzzers
2,62,252,1538.138429,255,255,0.006784,1,1,1,1,Exploits
2,254,252,175.389109,255,255,0.069104,1,1,1,1,Reconnaissance
2,62,252,138.198844,255,255,0.044242,1,1,1,1,DoS
2,254,252,66.896687,255,255,0.008591,1,1,1,2,Exploits
2,254,252,392.056969,255,255,0.090213,1,1,1,1,Fuzzers
1,254,0,0,0,0,0,2,1,1,2,Reconnaissance
2,254,252,58.926984,255,255,0.063845,1,1,2,7,Fuzzers
2,62,252,77.482086,255,255,0.068994,1,1,4,1,Exploits
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,49.665754,255,255,0.006433,1,1,1,1,Generic
2,254,252,155.850969,255,255,0.101311,1,1,2,2,Fuzzers
2,254,252,64.067977,255,255,0.071921,1,1,1,1,Exploits
2,62,252,50.385773,255,255,0.077341,1,1,1,1,Exploits
2,254,252,63.124176,255,255,0.006137,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,62,252,1781.084608,255,255,0.025004,1,1,1,1,Exploits
2,62,252,1418.117238,255,255,0.011957,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,5,5,Fuzzers
2,254,252,197.495953,255,255,0.131541,1,1,2,1,Reconnaissance
2,62,252,1871.410887,255,255,0.011896,1,1,1,1,Exploits
2,62,252,1235.545533,255,255,0.00818,1,1,1,1,DoS
2,254,252,37.721797,255,255,0.00778,1,1,1,1,Backdoor
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,83.608391,255,255,0.063348,1,1,1,1,Exploits
2,254,252,361.667656,255,255,0.134147,1,1,2,1,Fuzzers
2,62,252,49.139734,255,255,0.005281,1,1,1,1,Exploits
2,254,252,59407,255,255,0.007278,1,1,1,1,Exploits
2,62,252,54.623605,255,255,0.00851,1,1,1,1,Exploits
2,254,252,117.504211,255,255,0.046807,1,1,2,4,Fuzzers
2,254,252,398.492281,255,255,0.134409,1,1,1,1,Fuzzers
2,254,252,185.453469,255,255,0.085992,1,1,2,4,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,946.19975,255,255,0.009975,1,1,1,1,Exploits
2,254,252,103.881352,255,255,0.157055,1,1,4,1,Generic
2,62,252,1367.753756,255,255,0.007108,1,1,1,1,Exploits
2,254,252,140.00325,255,255,0.059185,1,1,1,2,Fuzzers
2,254,252,162.908312,255,255,0.098001,1,1,1,3,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,62,252,1367.753756,255,255,0.007108,1,1,1,1,Exploits
3,254,0,0,0,0,0,6,2,3,10,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
3,254,0,0,0,0,0,6,2,3,10,Fuzzers
5,254,60,0,0,0,0,3,2,3,3,Exploits
2,254,252,178.898828,255,255,0.103897,1,1,2,2,Fuzzers
2,254,252,138.245797,255,255,0.039193,1,1,1,1,Exploits
1,62,0,0,0,0,0,2,1,1,1,Exploits
2,254,252,221.345562,255,255,0.076781,1,1,2,5,Fuzzers
2,254,252,50.359621,255,255,0.007739,1,1,1,1,Generic
5,254,60,0,0,0,0,3,2,3,3,Exploits
2,254,252,86.792164,255,255,0.06822,1,1,3,1,Exploits
2,62,252,130.536141,255,255,0.072125,1,1,3,1,Exploits
2,62,252,43.859086,255,255,0.006183,1,1,1,2,Exploits
2,254,252,62.08384,255,255,0.00756,1,1,1,1,Exploits
5,254,60,0,0,0,0,3,2,3,3,Generic
2,254,252,235.951516,255,255,0.115709,1,1,1,1,Reconnaissance
2,62,252,43.859086,255,255,0.006183,1,1,1,2,Exploits
2,254,252,89.22525,255,255,0.075018,1,1,1,5,Fuzzers
2,62,252,904.224954,255,255,0.005928,1,1,1,1,Generic
1,254,0,0,0,0,0,2,1,1,3,Fuzzers
5,254,60,0,0,0,0,3,2,3,3,Exploits
1,254,0,0,0,0,0,2,1,1,1,DoS
2,254,252,58.113945,255,255,0.012026,1,1,1,1,Reconnaissance
2,254,252,952.892938,255,255,0.007972,1,1,1,1,Generic
5,254,60,0,0,0,0,3,2,3,3,Exploits
2,62,252,1383.238158,255,255,0.00571,1,1,1,1,Exploits
2,254,252,139.650281,255,255,0.007188,1,1,1,1,Reconnaissance
2,62,252,51.371855,255,255,0.00713,1,1,1,1,Exploits
5,62,253,4145.651503,255,255,0.011557,3,1,2,1,Exploits
5,254,60,0,0,0,0,3,2,3,3,Generic
2,254,252,231.4735,255,255,0.144882,1,1,3,1,Fuzzers
5,62,253,4145.651503,255,255,0.011557,3,1,2,1,Exploits
2,254,252,70.654141,255,255,0.006203,1,1,1,1,Generic
2,254,252,164.193703,255,255,0.09078,1,1,1,6,Fuzzers
2,254,252,133.003031,255,255,0.102468,1,1,4,1,Fuzzers
2,254,252,133.762563,255,255,0.02129,1,1,1,1,Reconnaissance
2,62,252,43.0065,255,255,0,1,1,1,1,Exploits
2,254,252,57.539332,255,255,0.067491,1,1,1,7,Fuzzers
2,254,252,352.517281,255,255,0.094943,1,1,2,1,Fuzzers
2,254,252,108.3895,255,255,0.085928,1,1,2,6,Fuzzers
2,254,252,178.985562,255,255,0.082623,1,1,1,4,Fuzzers
2,254,252,57.539332,255,255,0.067491,1,1,1,7,Fuzzers
2,254,252,170.495969,255,255,0.029442,1,1,1,1,Reconnaissance
2,254,252,139.366969,255,255,0.147282,1,1,1,3,Fuzzers
2,254,252,57.539332,255,255,0.067491,1,1,2,9,Fuzzers
1,254,0,0,0,0,0,2,1,3,2,Fuzzers
2,254,252,57.539332,255,255,0.067491,1,1,2,9,Fuzzers
2,254,252,64.930137,255,255,0.007155,1,1,1,1,Exploits
2,254,252,184.568047,255,255,0.094225,1,1,1,1,Fuzzers
2,254,252,149.366172,255,255,0.031666,1,1,1,1,Reconnaissance
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
1,254,0,0,0,0,0,2,1,2,2,Generic
1,254,0,0,0,0,0,2,1,2,2,Generic
2,254,252,1145.65225,255,255,0.028366,1,1,1,1,Exploits
2,62,252,203.775875,255,255,0.08095,1,1,1,1,Exploits
2,254,252,112.96518,255,255,0.049692,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,2,2,Generic
2,254,252,139.20975,255,255,0.019509,1,1,1,1,Reconnaissance
2,254,252,137.889281,255,255,0.008056,1,1,1,1,Reconnaissance
2,62,252,46.847906,255,255,0.00762,1,1,1,1,Exploits
2,254,252,338.968969,255,255,0.108536,1,1,1,1,Worms
2,62,252,55.76682,255,255,0.01092,1,1,1,2,Exploits
2,254,252,60.322883,255,255,0.007167,1,1,1,1,DoS
2,254,252,948.604875,255,255,0.016211,1,1,1,1,Exploits
2,254,252,44.479902,255,255,0.014533,1,1,1,1,Exploits
2,62,252,341.638031,255,255,0.077218,1,1,2,3,Exploits
2,254,252,138.583188,255,255,0.007608,1,1,1,1,Reconnaissance
2,254,252,171.341422,255,255,0.099883,1,1,2,1,Exploits
2,62,252,113.974773,255,255,0.081476,1,1,2,1,Exploits
2,254,252,41.551949,255,255,0.01469,1,1,2,7,Fuzzers
2,254,252,212.338891,255,255,0.173624,1,1,1,1,Fuzzers
2,62,252,113.974773,255,255,0.081476,1,1,2,1,Exploits
2,254,252,135.879406,255,255,0.011293,1,1,1,2,Reconnaissance
2,254,252,320.887906,255,255,0.104019,1,1,1,1,Fuzzers
2,62,252,138.044906,255,255,0.07549,1,1,1,8,Exploits
2,254,252,1011.400562,255,255,0.018134,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,1,5,Reconnaissance
2,254,252,57.992816,255,255,0.006892,1,1,1,1,Exploits
2,254,252,105.875805,255,255,0.138134,1,1,2,8,Fuzzers
2,254,252,504.771125,255,255,0.13241,1,1,1,1,Exploits
2,62,252,1395.125451,255,255,0.007044,1,1,1,1,Exploits
2,62,252,119.443539,255,255,0.061561,1,1,2,1,Exploits
2,62,252,2585.6666,255,255,0.035778,1,1,3,1,Exploits
2,62,252,3936.426833,255,255,0.006967,1,1,1,1,Exploits
2,254,252,133.416594,255,255,0.052789,1,2,2,4,Fuzzers
2,62,252,42.865434,255,255,0.008887,1,1,1,1,Exploits
2,62,252,3936.426833,255,255,0.006967,1,1,1,1,Exploits
2,62,252,42.865434,255,255,0.008887,1,1,1,1,Exploits
2,62,252,3606.531917,255,255,0.055956,1,1,2,1,Exploits
1,254,0,0,0,0,0,2,1,12,15,Fuzzers
2,62,252,1645.161054,255,255,0.082043,1,1,1,1,Exploits
2,62,252,2245.042829,255,255,0.023894,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,4,15,Fuzzers
2,62,252,6765.717246,255,255,0.031211,1,1,3,1,Exploits
1,254,0,0,0,0,0,2,1,4,1,Shellcode
2,254,252,100.983648,255,255,0.075588,1,1,3,1,Fuzzers
2,254,252,50.48093,255,255,0.046437,1,1,2,11,Fuzzers
2,62,252,6765.717246,255,255,0.031211,1,1,3,1,Exploits
1,254,0,0,0,0,0,2,1,3,4,Reconnaissance
2,254,252,81.870211,255,255,0.066542,1,1,2,4,Fuzzers
2,254,252,40.573113,255,255,0.007891,1,1,1,1,Generic
2,254,252,105.260117,255,255,0.059567,1,1,3,2,Fuzzers
2,254,252,54.535797,255,255,0.044615,1,1,5,10,Fuzzers
2,254,252,140.208125,255,255,0.006439,1,1,1,1,Reconnaissance
2,254,252,250.442656,255,255,0.031004,1,1,4,2,DoS
2,254,252,402.651719,255,255,0.123546,1,1,2,1,Reconnaissance
2,62,252,52.927937,255,255,0.005975,1,1,1,2,Exploits
1,254,0,0,0,0,0,2,1,5,5,Fuzzers
2,254,252,193.646344,255,255,115,1,1,4,2,Fuzzers
2,254,252,64.715605,255,255,0.007037,1,1,1,1,Exploits
2,254,252,152.15875,255,255,0.043812,1,1,3,4,Reconnaissance
2,62,252,4267.001512,255,255,0.093709,1,1,2,1,Exploits
2,254,252,229.003922,255,255,0.058216,1,1,1,1,Fuzzers
1,254,0,0,0,0,0,2,1,3,10,Fuzzers
5,62,252,0,0,0,0,3,1,1,1,DoS
2,254,252,40.31527,255,255,0.005712,1,1,1,1,DoS
2,62,252,62.230031,255,255,0.008483,1,1,1,1,Exploits
2,62,252,98.715977,255,255,0.051195,1,1,1,1,Generic
2,62,252,61.87932,255,255,0.043345,1,1,1,1,Exploits
2,254,252,107.836992,255,255,0.07827,1,1,3,7,Fuzzers
2,254,252,242.623125,255,255,0.007282,1,1,1,1,Reconnaissance
2,254,252,616.784813,255,255,0.042203,1,1,1,1,DoS
2,62,252,100.026313,255,255,0.049343,1,1,2,3,Exploits
2,62,252,6808.354935,255,255,0.095233,1,1,2,1,Exploits
2,254,252,73.48075,255,255,0.010902,1,1,1,1,Exploits
2,62,252,13005.98514,255,255,0.082248,1,1,1,1,Exploits
2,254,252,76.843008,255,255,0.044622,1,1,1,1,Exploits
2,254,252,138.59175,255,255,0.016567,1,1,1,1,Reconnaissance
2,62,252,763.505148,255,255,0.035323,1,1,2,1,Exploits
2,254,252,230.240094,255,255,0.061715,1,1,2,1,Fuzzers
2,254,252,104.137023,255,255,0.065744,1,1,1,1,Generic
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,62,252,1331.21275,255,255,0.03538,1,1,3,1,Exploits
2,254,252,97.245984,255,255,0.088749,1,1,2,4,Fuzzers
2,254,252,401.721625,255,255,0.145147,1,1,2,1,Generic
2,254,252,417.90525,255,255,0.075183,1,1,1,2,Fuzzers
2,254,252,111.535586,255,255,0.05889,1,1,2,8,Fuzzers
2,254,252,252.962609,255,255,0.108103,1,1,2,2,Reconnaissance
2,62,252,101.780977,255,255,0.080133,1,1,1,1,Exploits
2,254,252,59.972664,255,255,0.00677,1,1,1,1,Reconnaissance
2,254,252,142.109578,255,255,0.031094,1,1,3,1,Reconnaissance
2,254,252,219.588156,255,255,0.113622,1,1,2,2,Reconnaissance
2,254,252,58.171609,255,255,0.006902,1,1,1,1,Generic
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,64.292172,255,255,0.005306,1,1,1,1,Reconnaissance
2,254,252,412.586219,255,255,0.084032,1,1,1,1,Fuzzers
2,62,252,207.575969,255,255,0.047242,1,1,2,1,Exploits
2,254,252,237.684438,255,255,0.042092,1,1,2,1,Exploits
2,254,252,140.162531,255,255,0.007608,1,1,1,1,Reconnaissance
2,62,252,207.575969,255,255,0.047242,1,1,2,1,Exploits
2,254,252,281.972969,255,255,0.157467,1,1,1,3,Fuzzers
2,62,252,93.897492,255,255,0.052253,1,1,1,1,DoS
2,254,252,138.760797,255,255,0.006666,1,1,2,1,Reconnaissance
2,254,252,183.001156,255,255,0.161019,1,1,1,1,Reconnaissance
2,62,252,166.685797,255,255,0.051516,1,1,2,1,Exploits
1,254,0,0,0,0,0,2,1,1,1,Shellcode
2,254,252,132.270531,255,255,0.156776,1,1,2,1,Fuzzers
2,62,252,166.685797,255,255,0.051516,1,1,2,1,Exploits
2,254,252,62.35682,255,255,0.008441,1,1,1,1,Exploits
1,255,0,0,0,0,0,0,1,2,3,Fuzzers
2,62,252,62.35002,255,255,0.023159,1,1,1,1,Exploits
2,62,252,56.352266,255,255,0.01209,1,1,1,1,Exploits
2,254,252,154.612297,255,255,0.097599,1,1,1,1,Exploits
2,62,252,1117.248673,255,255,0.016607,1,1,1,1,Generic
2,254,252,29103886,255,255,0.047254,1,3,5,8,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,DoS
2,62,252,1650.720453,255,255,0.008989,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,1,3,Reconnaissance
2,62,252,118.738117,255,255,0.045431,1,1,3,1,Exploits
2,254,252,62.249563,255,255,0.007376,1,1,1,8,Fuzzers
2,254,252,29103886,255,255,0.047254,1,3,5,8,Fuzzers
5,254,60,48.695145,0,0,0,3,1,1,2,Exploits
2,62,252,98.403352,255,255,0.1017,1,1,3,3,Exploits
2,62,252,239.260141,255,255,0.07763,1,1,1,1,Exploits
2,254,252,71.494398,255,255,0.076587,1,1,3,9,Fuzzers
2,62,252,53.18243,255,255,0.015561,1,1,1,1,Exploits
2,254,252,29103886,255,255,0.047254,1,3,5,8,Fuzzers
2,254,252,100.269148,255,255,0.055647,1,1,3,9,Fuzzers
2,254,252,67.912656,255,255,0.016043,1,1,1,1,Exploits
2,62,252,9058.076724,255,255,0.103038,1,1,1,1,Exploits
2,254,252,94.025156,255,255,0.064924,1,1,3,10,Fuzzers
1,254,0,0,0,0,0,2,1,3,1,Exploits
2,254,252,45.861773,255,255,0,1,1,1,1,Generic
2,254,252,86.305883,255,255,0.061437,1,1,2,10,Fuzzers
2,254,252,53.870738,255,255,0.017297,1,1,2,2,Reconnaissance
2,62,252,9058.076724,255,255,0.103038,1,1,1,1,Exploits
2,254,252,60.722961,255,255,0.007201,1,1,1,1,Exploits
2,62,252,82.549047,255,255,0.065983,1,1,1,1,Exploits
2,254,252,73.932781,255,255,0.016087,1,1,1,1,Exploits
2,254,252,52.309688,255,255,0.00586,1,1,1,1,Exploits
2,62,252,6418.00901,255,255,0.030707,1,1,3,1,Exploits
2,254,252,172.166766,255,255,0.12053,1,1,1,3,Fuzzers
2,254,252,63.982742,255,255,0.015662,1,1,1,1,Exploits
2,62,252,2069.028307,255,255,0.030975,1,1,7,1,Exploits
2,62,252,6418.00901,255,255,0.030707,1,1,3,1,Exploits
2,254,252,139.560438,255,255,0.006812,1,1,1,1,Reconnaissance
2,62,252,3034.241052,255,255,0.009013,1,1,1,1,Exploits
2,62,252,520.421875,255,255,0.133079,1,1,2,1,Exploits
2,62,252,45.831852,255,255,0.01419,1,1,1,1,Exploits
2,62,252,3631.001724,255,255,0.068439,1,1,2,1,Exploits
2,62,252,520.421875,255,255,0.133079,1,1,2,1,Exploits
2,254,252,136.003531,255,255,0.009755,1,1,1,1,Reconnaissance
2,62,252,3631.001724,255,255,0.068439,1,1,2,1,Exploits
2,254,252,117.653664,255,255,0.025146,1,1,1,1,Exploits
2,254,252,47.044293,255,255,0.017648,1,1,1,1,Reconnaissance
2,254,252,380.574187,255,255,0.199011,1,1,1,1,Fuzzers
2,254,252,70.556461,255,255,0.008922,1,1,1,1,Exploits
2,254,252,77.702086,255,255,0.018072,1,1,2,1,DoS
2,254,252,185.543656,255,255,0.09394,1,1,2,1,Reconnaissance
2,254,252,202.354828,255,255,0.110211,1,1,1,1,Fuzzers
2,254,252,515.198969,255,255,0.099661,1,1,3,1,Fuzzers
2,62,252,1732.330695,255,255,0.026154,1,1,2,1,Exploits
2,254,252,99.348602,255,255,0.06352,1,1,3,9,Fuzzers
2,62,252,4340.100392,255,255,0.061745,1,1,1,2,Exploits
1,254,0,0,0,0,0,2,1,4,1,Exploits
2,254,252,311.687187,255,255,0.121962,1,1,3,1,Fuzzers
1,254,0,0,0,0,0,2,1,2,10,Reconnaissance
2,254,252,122.098758,255,255,0.028208,1,1,3,1,Reconnaissance
2,254,252,93.914531,255,255,0.088116,1,1,3,7,Fuzzers
2,254,252,153.698406,255,255,0.099039,1,1,2,5,Fuzzers
2,254,252,87.27843,255,255,0.033405,1,1,1,1,Shellcode
2,254,252,431.748219,255,255,0.130866,1,1,2,1,Fuzzers
1,254,0,0,0,0,0,2,1,2,2,Fuzzers
1,254,0,0,0,0,0,2,1,5,7,Fuzzers
2,254,252,113.492227,255,255,0.059511,1,1,2,8,Fuzzers
2,62,252,48.833434,255,255,0.020237,1,1,1,1,Exploits
2,62,252,8213.283789,255,255,0.116644,1,1,3,1,Exploits
2,254,252,112.691078,255,255,0.084839,1,1,3,8,Fuzzers
2,62,252,109.439688,255,255,0.037449,1,1,1,1,Exploits
2,62,252,2265.641135,255,255,0.02097,1,1,1,1,Exploits
2,62,252,57.498004,255,255,0.00725,1,1,2,1,Exploits
2,62,252,94.800406,255,255,0.021013,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,1,7,Fuzzers
1,254,0,0,0,0,0,2,1,1,1,Shellcode
2,254,252,69.470766,255,255,0.050098,1,1,1,1,Exploits
1,254,0,0,0,0,0,2,1,1,1,Reconnaissance
2,254,252,108.161727,255,255,0.051847,1,1,5,6,Fuzzers
2,254,252,9318652,255,255,0.06455,1,2,2,4,Fuzzers
1,254,0,0,0,0,0,2,1,1,3,Reconnaissance
2,254,252,9318652,255,255,0.06455,1,2,2,4,Fuzzers
2,254,252,60.666879,255,255,0.006156,1,1,1,2,Exploits
2,62,252,2733.754605,255,255,0.026448,1,1,3,2,DoS
2,62,252,57.272668,255,255,0.006233,1,1,1,1,Exploits
2,62,252,60.233562,255,255,0.00854,1,1,1,1,Exploits
2,62,252,1612.315706,255,255,0.017188,1,1,2,1,DoS
2,254,252,138.835078,255,255,0.078075,1,1,2,6,Fuzzers
2,62,252,54.888875,255,255,0.005895,1,1,1,1,DoS
2,254,252,39.132215,255,255,0,1,2,3,3,Fuzzers
2,62,252,94.800406,255,255,0.021013,1,1,1,1,Exploits
2,62,252,46.915777,255,255,0.012624,1,1,1,1,Exploits
2,62,252,1710.071681,255,255,0.006773,1,1,1,1,Exploits
2,62,252,46.915777,255,255,0.012624,1,1,1,1,Exploits
2,254,252,61.505691,255,255,0.006354,1,1,1,1,Exploits
2,62,252,83.403539,255,255,0.057995,1,1,1,1,Exploits
2,254,252,39.132215,255,255,0,1,2,3,3,Fuzzers
2,62,252,59.44523,255,255,0.013673,1,1,1,1,Exploits
5,62,252,1533.443459,255,255,0.005972,3,1,1,1,Generic
2,62,252,4239.939544,255,255,0.078594,1,1,1,1,Exploits
2,254,252,144.204422,255,255,0.06516,1,1,3,1,Exploits
2,254,252,59.873953,255,255,0.007742,1,1,1,1,Exploits
2,254,252,323.032125,255,255,0.081483,1,1,1,1,Fuzzers
2,62,252,102.479352,255,255,0.070642,1,1,1,1,Exploits
